latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-74.0199,49.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m (°),wind_direction_10m (°),wind_gusts_10m (km/h),rain (mm),weather_code (wmo code),cloud_cover (%),cloud_cover_low (%),cloud_cover_high (%),cloud_cover_mid (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wet_bulb_temperature_2m (°C),is_day (),sunshine_duration (s),albedo (undefined),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
1722862800,26.3,66,19.4,28.9,0.00,7.1,9.8,332,330,17.3,0.00,0,0,0,0,0,0.27,1.17,21.6,1,3600.00,NaN,383.0,298.0,85.0,649.2,383.0,610.2,454.9,353.9,101.0,771.0,454.9,724.8
1722866400,28.0,58,18.9,30.6,0.00,5.1,6.2,353,352,16.9,0.00,0,0,0,0,0,0.40,1.59,21.8,1,3600.00,NaN,560.0,462.0,98.0,741.4,560.0,828.4,625.7,516.2,109.5,828.3,625.7,925.5
1722870000,29.4,51,18.1,33.0,0.00,3.2,3.6,360,360,14.8,0.00,0,0,0,0,0,0.51,2.02,21.9,1,3600.00,NaN,711.0,604.0,107.0,797.2,711.0,1007.2,762.6,647.8,114.8,855.0,762.6,1080.3
1722873600,30.6,46,17.5,35.0,0.00,0.7,0.7,360,360,13.3,0.00,0,11,0,11,0,0.59,2.38,22.0,1,3600.00,NaN,819.0,705.0,114.0,826.1,819.0,1134.4,850.8,732.4,118.4,858.2,850.8,1178.5
1722877200,31.5,42,17.1,35.2,0.00,5.8,6.8,180,180,16.6,0.00,3,100,0,100,15,0.66,2.68,22.1,1,3600.00,NaN,869.0,750.0,119.0,829.9,869.0,1201.4,877.7,757.5,120.2,838.2,877.7,1213.4
1722880800,31.4,45,18.2,33.6,0.00,10.9,13.1,188,186,23.4,0.00,2,55,0,49,12,0.56,2.50,22.6,1,3600.00,NaN,694.0,384.0,310.0,424.2,694.0,1203.5,682.0,377.4,304.6,416.9,682.0,1182.7
1722884400,31.7,45,18.1,33.8,0.00,12.8,16.4,199,196,28.4,0.00,1,34,2,2,31,0.60,2.59,22.7,1,3600.00,NaN,737.0,596.0,141.0,694.7,737.0,1140.5,703.2,568.7,134.5,662.9,703.2,1088.3
1722888000,30.5,51,19.3,31.8,0.00,17.4,22.0,175,174,33.8,0.00,3,97,1,96,17,0.51,2.12,23.0,1,3600.00,NaN,617.0,464.0,153.0,606.6,617.0,1016.8,568.4,427.4,140.9,558.8,568.4,936.7
1722891600,28.7,64,21.1,30.3,0.00,19.4,26.5,158,158,38.2,0.00,3,94,0,92,26,0.41,1.44,23.4,1,3600.00,NaN,532.0,407.0,125.0,643.5,532.0,840.8,467.1,357.4,109.8,565.0,467.1,738.3
1722895200,29.0,70,23.0,32.3,0.00,14.7,20.6,164,163,37.4,0.00,3,100,0,100,8,0.26,1.19,24.7,1,3600.00,NaN,319.0,193.0,126.0,410.9,319.0,624.4,258.7,156.5,102.2,333.3,258.7,506.4
1722898800,29.7,60,21.1,32.0,0.00,14.2,24.2,191,189,28.1,0.00,3,89,0,89,4,0.19,1.66,23.7,1,3600.00,NaN,161.0,57.0,104.0,198.2,161.0,382.4,108.2,38.3,69.9,133.2,108.2,257.0
1722902400,28.3,62,20.4,29.6,0.00,19.0,32.0,207,205,34.2,0.00,3,95,0,95,1,0.14,1.44,22.8,1,1444.37,NaN,48.0,18.0,30.0,135.5,48.0,131.2,2.6,1.0,1.6,5.4,1.9,7.0
1722906000,26.8,81,23.3,31.3,0.00,7.7,16.8,242,233,13.0,0.00,3,100,0,100,0,0.01,0.66,24.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722909600,26.2,75,21.5,29.6,0.00,8.4,17.1,242,220,13.7,0.00,3,93,0,93,1,0.02,0.85,22.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722913200,25.3,71,19.6,27.3,0.00,10.9,21.9,224,214,18.4,0.00,3,95,0,94,13,0.04,0.94,21.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722916800,24.9,71,19.2,26.5,0.00,12.7,25.7,227,225,21.6,0.00,1,21,0,17,5,0.05,0.92,20.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722920400,24.6,72,19.1,26.0,0.00,13.5,26.9,238,236,23.4,0.00,1,31,0,30,1,0.05,0.87,20.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722924000,24.2,74,19.2,26.0,0.00,11.6,24.0,246,244,23.0,0.00,3,91,0,91,0,0.04,0.79,20.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722927600,23.7,78,19.7,25.9,0.00,10.7,22.2,241,237,19.4,0.00,1,29,0,28,1,0.03,0.64,20.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722931200,23.4,82,20.1,25.8,0.00,10.4,22.2,250,250,18.4,0.00,0,1,0,0,0,0.02,0.53,21.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722934800,23.0,86,20.5,26.1,0.00,7.1,17.3,253,246,17.6,0.00,0,3,0,0,3,0.00,0.39,21.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722938400,22.7,89,20.8,25.8,0.00,7.8,17.3,247,236,13.3,0.00,0,2,0,0,2,0.00,0.29,21.3,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722942000,23.5,88,21.4,26.7,0.00,9.4,17.6,239,223,15.5,0.00,0,6,0,0,6,0.03,0.34,22.0,1,1673.59,NaN,43.0,20.0,23.0,158.7,43.0,113.2,90.7,42.2,48.5,226.2,61.3,238.7
1722945600,25.0,84,22.1,28.6,0.00,9.5,14.7,248,245,19.8,0.00,0,3,0,0,3,0.12,0.52,22.9,1,3600.00,NaN,186.0,117.0,69.0,427.1,186.0,364.3,249.5,156.9,92.6,572.9,249.5,488.6
1722949200,27.3,79,23.3,31.4,0.00,11.3,14.6,261,263,23.8,0.00,1,36,33,0,4,0.24,0.77,24.4,1,3600.00,NaN,346.0,239.0,107.0,523.3,346.0,607.3,411.4,284.1,127.2,622.1,411.4,722.1
1722952800,28.6,72,23.2,33.2,0.00,6.8,8.6,268,270,27.0,0.00,2,72,9,67,6,0.36,1.08,24.7,1,3600.00,NaN,497.0,357.0,140.0,574.8,497.0,825.8,555.5,399.0,156.5,642.5,555.5,923.1
1722956400,29.6,68,23.0,34.9,0.10,6.0,7.9,286,287,28.1,0.10,51,12,4,2,7,0.48,1.35,24.9,1,3600.00,NaN,656.0,511.0,145.0,676.2,656.0,1004.9,703.8,548.2,155.6,725.5,703.8,1078.0
1722960000,30.6,64,23.0,36.1,0.10,7.7,9.5,279,281,27.0,0.10,51,23,13,4,9,0.55,1.57,25.2,1,3600.00,NaN,738.0,591.0,147.0,694.1,738.0,1132.2,766.7,614.0,152.7,721.2,766.7,1176.3
1722963600,31.8,56,22.1,36.9,0.10,9.7,12.3,273,274,26.3,0.10,51,100,100,7,84,0.63,2.05,25.0,1,3600.00,NaN,815.0,662.0,153.0,734.1,815.0,1199.1,823.2,668.6,154.5,741.5,823.2,1211.1
1722967200,31.6,52,20.6,35.0,0.10,4.8,6.5,264,243,24.8,0.10,51,100,50,11,100,0.36,2.21,24.1,1,1322.20,NaN,431.0,94.0,337.0,104.1,431.0,1201.1,423.5,92.4,331.1,102.3,423.5,1180.2
1722970800,26.6,82,23.4,29.9,8.10,16.5,21.0,112,113,34.6,8.10,65,100,32,16,100,0.20,0.61,24.2,1,0.00,NaN,247.0,35.0,212.0,40.9,247.0,1137.9,235.6,33.4,202.2,39.0,235.6,1085.5
1722974400,25.6,87,23.2,30.3,2.90,6.5,10.1,184,183,37.1,2.90,63,96,14,93,39,0.25,0.44,23.8,1,3600.00,NaN,361.0,152.0,209.0,199.4,361.0,1013.9,332.4,140.0,192.4,183.6,332.4,933.6
1722978000,25.9,87,23.5,30.7,2.40,6.2,7.1,345,350,26.6,2.40,61,84,24,51,62,0.27,0.45,24.1,1,3600.00,NaN,398.0,221.0,177.0,350.9,398.0,837.4,349.2,193.9,155.3,307.9,349.2,734.7
1722981600,25.2,84,22.4,29.1,4.80,8.9,12.2,47,47,23.8,4.80,63,68,17,59,7,0.17,0.50,23.2,1,3471.37,NaN,239.0,82.0,157.0,175.7,239.0,620.6,193.5,66.4,127.1,142.2,193.5,502.4
1722985200,24.7,86,22.3,28.5,0.30,8.9,12.1,23,21,19.4,0.30,51,100,1,100,80,0.09,0.43,22.9,1,1998.37,NaN,122.0,36.0,86.0,126.6,122.0,378.1,81.5,24.0,57.4,84.6,81.5,252.5
1722988800,23.5,93,22.3,26.5,1.30,14.5,22.8,85,83,28.1,1.30,61,100,35,100,26,0.03,0.21,22.6,1,0.00,NaN,10.0,0.0,10.0,0.0,10.0,126.5,0.2,0.0,0.2,0.0,0.1,2.1
1722992400,22.6,94,21.5,25.5,2.00,11.9,19.5,94,90,25.9,2.00,61,100,36,100,100,0.00,0.17,21.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722996000,22.0,94,20.9,25.0,4.10,9.1,14.0,89,83,20.5,4.10,63,100,0,100,100,0.00,0.16,21.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722999600,21.6,95,20.8,23.5,5.70,16.6,27.9,114,114,27.0,5.70,63,100,0,100,100,0.00,0.12,21.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723003200,21.9,97,21.3,24.7,5.10,11.8,22.2,117,110,36.7,5.10,63,100,14,100,98,0.00,0.09,21.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723006800,21.8,97,21.3,24.7,1.20,11.2,16.1,29,21,19.4,1.20,55,100,100,100,100,0.00,0.09,21.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723010400,21.7,97,21.2,24.8,1.00,9.5,12.7,47,37,21.6,1.00,55,100,100,100,100,0.00,0.08,21.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723014000,21.8,96,21.2,24.9,0.60,9.9,11.5,51,46,18.0,0.60,53,100,98,100,100,0.00,0.10,21.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723017600,21.8,96,21.2,24.7,0.00,10.9,16.1,39,34,20.2,0.00,3,100,100,88,100,0.00,0.09,21.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723021200,21.4,95,20.5,23.7,0.00,12.3,19.4,43,38,22.3,0.00,3,100,100,15,89,0.00,0.13,20.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723024800,20.6,93,19.5,22.1,0.20,14.7,20.9,29,25,26.3,0.20,51,100,100,0,54,0.00,0.17,19.8,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723028400,20.2,92,18.9,21.2,0.40,16.1,23.1,31,29,29.2,0.40,51,100,100,0,39,0.03,0.18,19.3,1,0.00,NaN,11.0,0.0,11.0,0.0,11.0,109.5,23.6,0.0,23.6,0.0,15.6,235.2
1723032000,19.9,90,18.3,20.8,0.10,15.0,20.6,46,44,31.0,0.10,51,100,100,0,48,0.05,0.23,18.7,1,0.00,NaN,44.0,0.0,44.0,0.0,44.0,361.0,59.2,0.0,59.2,0.0,59.2,485.5
1723035600,18.8,91,17.4,19.0,1.00,16.9,24.0,40,38,33.1,1.00,55,100,100,1,45,0.06,0.19,17.8,1,0.00,NaN,73.0,0.0,73.0,0.0,73.0,604.4,86.9,0.0,86.9,0.0,86.9,719.3
1723039200,19.1,87,16.8,18.6,0.10,20.0,27.3,54,52,37.4,0.10,51,100,100,0,5,0.13,0.30,17.5,1,0.00,NaN,223.0,34.0,189.0,54.9,223.0,823.2,249.4,38.0,211.4,61.4,249.4,920.6
1723042800,19.8,82,16.7,19.5,0.00,18.0,24.5,62,61,37.8,0.00,3,100,100,0,24,0.17,0.41,17.6,1,0.00,NaN,257.0,14.0,243.0,18.6,257.0,1002.5,275.8,15.0,260.8,19.9,275.8,1075.7
1723046400,20.8,78,16.8,20.7,0.00,17.6,23.3,63,62,35.3,0.00,3,100,100,1,32,0.21,0.54,18.1,1,0.00,NaN,307.0,30.0,277.0,35.3,307.0,1129.9,319.0,31.2,287.8,36.7,319.0,1174.0
1723050000,22.0,74,17.1,22.0,0.00,17.2,22.7,65,64,35.3,0.00,3,100,100,0,31,0.30,0.69,18.7,1,1967.76,NaN,475.0,113.0,362.0,125.6,475.0,1196.8,479.7,114.1,365.6,126.8,479.7,1208.8
1723053600,21.7,74,17.0,21.5,0.00,18.3,24.1,58,58,35.3,0.00,3,100,100,0,75,0.22,0.67,18.5,1,0.00,NaN,300.0,25.0,275.0,27.7,300.0,1198.6,294.7,24.6,270.2,27.3,294.7,1177.6
1723057200,21.7,75,17.0,21.5,0.00,18.0,24.1,63,61,36.4,0.00,3,100,100,5,26,0.23,0.66,18.4,1,0.00,NaN,321.0,38.0,283.0,44.5,321.0,1135.2,306.1,36.2,269.9,42.5,306.1,1082.6
1723060800,21.5,75,17.0,21.3,0.00,18.8,25.7,59,58,36.7,0.00,3,100,100,14,77,0.19,0.63,18.4,1,0.00,NaN,250.0,32.0,218.0,42.1,250.0,1010.8,230.1,29.5,200.6,38.8,230.1,930.3
1723064400,21.4,76,16.9,21.2,0.00,17.6,24.2,60,59,36.4,0.00,3,100,100,7,31,0.16,0.62,18.3,1,0.00,NaN,191.0,22.0,169.0,35.1,191.0,834.0,167.4,19.3,148.1,30.8,167.4,731.0
1723068000,21.2,76,16.9,21.1,0.10,17.2,23.6,71,70,33.8,0.10,51,100,100,8,34,0.14,0.59,18.2,1,0.00,NaN,172.0,16.0,156.0,34.5,172.0,616.7,139.0,12.9,126.0,27.9,139.0,498.2
1723071600,20.9,77,16.8,20.7,0.00,17.6,24.2,65,64,33.1,0.00,3,100,100,28,36,0.10,0.56,18.0,1,0.00,NaN,77.0,5.0,72.0,17.8,77.0,373.7,51.1,3.3,47.8,11.8,51.1,247.9
1723075200,20.5,80,17.0,20.7,0.00,15.6,23.1,69,67,32.8,0.00,3,100,100,98,69,0.06,0.48,18.0,1,0.00,NaN,18.0,0.0,18.0,0.0,18.0,121.7,0.0,0.0,0.0,0.0,0.0,0.0
1723078800,18.6,93,17.5,19.4,10.50,13.0,20.9,63,62,27.0,10.50,65,100,100,73,100,0.00,0.15,17.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723082400,18.6,94,17.5,19.4,2.80,12.8,20.6,61,58,25.6,2.80,63,100,70,100,100,0.00,0.14,17.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723086000,18.6,94,17.6,19.8,2.40,10.7,18.4,62,57,23.8,2.40,61,99,38,93,88,0.00,0.14,17.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723089600,18.5,94,17.5,19.4,1.50,12.4,20.8,76,73,23.0,1.50,61,100,37,100,57,0.00,0.14,17.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723093200,18.4,93,17.3,19.8,2.20,8.3,15.4,79,72,23.0,2.20,61,100,3,98,100,0.00,0.14,17.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723096800,18.5,93,17.3,19.9,0.50,7.7,16.3,82,79,19.8,0.50,53,100,99,99,85,0.00,0.15,17.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723100400,18.5,91,17.1,19.4,3.40,11.0,21.7,79,71,20.5,3.40,63,100,100,97,79,0.00,0.19,17.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723104000,18.8,90,17.0,19.5,0.20,12.1,21.3,79,73,21.2,0.20,51,100,100,93,17,0.00,0.23,17.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723107600,18.9,90,17.3,19.7,0.00,12.1,22.9,64,53,22.0,0.00,3,100,100,100,1,0.00,0.21,17.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723111200,19.0,91,17.6,19.9,0.00,12.6,23.8,63,53,22.3,0.00,3,100,100,100,11,0.00,0.19,18.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723114800,19.4,91,17.9,20.1,0.00,15.3,26.2,63,56,27.4,0.00,3,100,100,100,11,0.03,0.20,18.3,1,0.00,NaN,12.0,0.0,12.0,0.0,12.0,105.7,26.3,0.0,26.3,0.0,16.9,231.7
1723118400,20.3,87,18.1,20.8,0.00,16.6,27.3,72,66,31.0,0.00,3,100,100,81,50,0.06,0.30,18.7,1,0.00,NaN,59.0,1.0,58.0,3.7,59.0,357.6,79.6,1.3,78.2,5.0,79.6,482.4
1723122000,20.0,84,17.3,20.0,0.00,17.5,24.7,82,82,32.4,0.00,3,100,100,100,69,0.10,0.36,18.1,1,0.00,NaN,124.0,6.0,118.0,13.3,124.0,601.5,147.7,7.1,140.6,15.8,147.7,716.5
1723125600,20.6,83,17.6,20.8,0.00,17.6,24.5,80,79,34.2,0.00,3,100,57,100,97,0.13,0.41,18.5,1,0.00,NaN,174.0,18.0,156.0,29.2,174.0,820.6,194.7,20.1,174.5,32.7,194.7,918.1
1723129200,20.9,83,17.9,21.2,0.70,18.0,24.9,87,87,34.2,0.70,53,100,64,100,86,0.16,0.42,18.8,1,0.00,NaN,225.0,8.0,217.0,10.6,225.0,1000.0,241.5,8.6,232.9,11.4,241.5,1073.4
1723132800,21.7,81,18.2,21.7,0.10,20.2,28.1,91,90,38.5,0.10,51,100,97,100,100,0.18,0.51,19.2,1,0.00,NaN,241.0,15.0,226.0,17.7,241.0,1127.6,250.4,15.6,234.8,18.4,250.4,1171.7
1723136400,21.5,83,18.5,21.7,0.00,20.4,28.4,82,82,39.2,0.00,3,100,100,100,100,0.16,0.43,19.4,1,0.00,NaN,216.0,5.0,211.0,5.6,216.0,1194.4,218.2,5.0,213.1,5.6,218.2,1206.3
1723140000,21.4,85,18.8,22.0,0.60,18.7,25.8,77,74,38.9,0.60,53,100,100,100,82,0.15,0.38,19.6,1,0.00,NaN,217.0,7.0,210.0,7.8,217.0,1196.1,213.2,6.9,206.3,7.6,213.2,1175.0
1723143600,22.3,83,19.3,22.7,0.00,21.0,29.6,85,85,41.8,0.00,3,100,100,100,18,0.16,0.45,20.2,1,0.00,NaN,213.0,10.0,203.0,11.8,213.0,1132.4,203.1,9.5,193.6,11.2,203.1,1079.7
1723147200,22.8,83,19.8,23.3,0.10,22.0,31.0,91,92,40.3,0.10,51,100,100,100,86,0.14,0.46,20.6,1,0.00,NaN,174.0,4.0,170.0,5.3,174.0,1007.7,160.1,3.7,156.4,4.9,160.1,927.0
1723150800,22.5,84,19.7,23.5,0.00,18.7,25.9,90,89,41.8,0.00,3,100,100,100,100,0.11,0.43,20.5,1,0.00,NaN,124.0,3.0,121.0,4.8,124.0,830.4,108.6,2.6,106.0,4.2,108.6,727.2
1723154400,21.9,87,19.7,22.9,0.10,18.7,28.8,91,88,36.4,0.10,51,100,100,100,100,0.06,0.33,20.3,1,0.00,NaN,36.0,0.0,36.0,0.0,36.0,612.6,29.0,0.0,29.0,0.0,29.0,493.9
1723158000,21.9,88,19.9,23.2,0.40,17.1,27.4,88,82,33.1,0.40,51,100,100,100,100,0.05,0.31,20.4,1,0.00,NaN,21.0,0.0,21.0,0.0,21.0,369.2,13.8,0.0,13.8,0.0,13.8,243.1
1723161600,21.8,91,20.2,23.3,0.50,16.7,27.7,89,83,30.2,0.50,53,100,100,100,91,0.04,0.24,20.6,1,0.00,NaN,6.0,0.0,6.0,0.0,6.0,116.7,0.0,0.0,0.0,0.0,0.0,0.0
1723165200,20.6,92,19.3,21.5,0.10,18.0,30.0,80,74,31.3,0.10,51,100,61,100,22,0.01,0.19,19.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723168800,20.5,95,19.6,21.6,0.10,17.1,29.4,79,72,32.0,0.10,51,100,71,100,53,0.00,0.13,19.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723172400,20.5,96,19.9,21.9,1.00,16.9,29.9,93,89,31.7,1.00,55,100,85,100,86,0.00,0.09,20.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723176000,21.6,96,20.9,23.7,0.00,15.5,28.2,101,93,29.9,0.00,3,100,21,100,14,0.00,0.12,21.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723179600,22.4,94,21.4,24.8,0.20,14.7,26.8,110,101,28.1,0.20,51,100,39,100,6,0.00,0.16,21.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723183200,22.8,94,21.7,25.5,0.50,14.1,26.2,117,109,27.7,0.50,53,100,22,100,32,0.00,0.18,22.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723186800,23.1,95,22.2,26.1,0.60,14.4,26.9,128,122,25.6,0.60,53,100,28,100,37,0.00,0.15,22.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723190400,22.8,97,22.3,26.1,0.50,12.4,24.0,156,150,25.2,0.50,53,100,53,100,14,0.00,0.09,22.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723194000,22.5,96,21.8,25.0,0.50,16.4,27.9,165,161,28.4,0.50,53,100,100,99,42,0.00,0.11,22.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723197600,22.7,96,22.0,24.4,0.20,22.1,36.4,154,150,38.2,0.20,51,100,100,100,43,0.00,0.11,22.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723201200,22.5,95,21.6,23.8,0.20,23.7,39.1,154,152,41.4,0.20,51,100,100,99,29,0.03,0.15,21.9,1,0.00,NaN,12.0,0.0,12.0,0.0,12.0,103.6,26.4,0.0,26.4,0.0,16.9,228.1
1723204800,21.8,97,21.3,23.3,7.80,21.1,33.8,156,155,49.3,7.80,65,100,100,100,36,0.04,0.09,21.4,1,0.00,NaN,61.0,2.0,59.0,7.5,61.0,354.3,82.5,2.7,79.8,10.2,82.5,479.2
1723208400,24.7,87,22.4,25.4,0.30,30.6,43.3,165,162,61.6,0.30,51,100,100,100,58,0.15,0.39,23.0,1,1068.67,NaN,220.0,43.0,177.0,95.6,220.0,598.5,262.4,51.3,211.1,114.0,262.4,713.7
1723212000,24.7,88,22.7,26.3,0.30,25.4,39.0,166,164,62.3,0.30,51,100,38,100,6,0.15,0.36,23.2,1,0.00,NaN,221.0,26.0,195.0,42.3,221.0,817.9,247.4,29.1,218.3,47.4,247.4,915.6
1723215600,27.2,80,23.4,28.5,0.30,30.3,43.0,162,162,51.8,0.30,51,100,6,100,1,0.29,0.72,24.4,1,3600.00,NaN,419.0,169.0,250.0,225.5,419.0,997.6,449.8,181.4,268.4,242.1,449.8,1071.0
1723219200,28.0,72,22.6,27.9,0.50,38.2,55.2,165,164,70.2,0.50,53,99,14,99,13,0.42,1.05,24.1,1,3600.00,NaN,613.0,293.0,320.0,346.6,613.0,1125.2,637.0,304.5,332.5,360.2,637.0,1169.3
1723222800,27.8,74,22.7,27.7,1.00,43.4,61.7,171,171,81.7,1.00,55,97,26,93,37,0.48,0.98,24.1,1,3600.00,NaN,801.0,597.0,204.0,666.6,801.0,1192.0,809.0,602.9,206.0,673.3,809.0,1203.9
1723226400,28.0,74,22.9,27.6,0.90,42.7,62.3,173,174,83.2,0.90,53,98,13,97,28,0.42,0.98,24.3,1,3600.00,NaN,648.0,308.0,340.0,343.5,648.0,1193.5,636.5,302.5,334.0,337.4,636.5,1172.3
1723230000,27.7,76,23.1,27.1,0.50,42.1,60.6,173,173,78.5,0.50,53,100,19,100,13,0.37,0.90,24.3,1,3600.00,NaN,552.0,274.0,278.0,322.9,552.0,1129.5,526.2,261.2,265.0,307.8,526.2,1076.7
1723233600,26.8,78,22.7,26.6,0.50,37.6,55.9,184,184,76.0,0.50,53,100,45,100,27,0.25,0.76,23.8,1,625.11,NaN,311.0,61.0,250.0,80.8,311.0,1004.4,285.9,56.1,229.9,74.3,285.9,923.5
1723237200,24.2,90,22.4,25.2,6.20,28.9,44.8,192,190,72.0,6.20,63,100,53,100,90,0.11,0.31,22.9,1,0.00,NaN,131.0,3.0,128.0,4.8,131.0,826.7,114.6,2.6,112.0,4.2,114.6,723.3
1723240800,24.8,91,23.2,26.7,1.70,25.7,41.5,196,195,50.8,1.70,61,99,70,92,59,0.06,0.29,23.6,1,0.00,NaN,30.0,0.0,30.0,0.0,30.0,608.5,24.1,0.0,24.1,0.0,24.1,489.6
1723244400,24.9,90,23.1,26.9,0.50,24.5,39.5,204,202,49.3,0.50,53,94,15,11,92,0.07,0.32,23.6,1,0.00,NaN,52.0,8.0,44.0,29.2,52.0,364.6,34.0,5.2,28.8,19.1,34.0,238.3
1723248000,24.6,91,23.0,26.8,0.30,22.2,36.2,199,197,43.2,0.30,51,95,13,89,55,0.04,0.28,23.4,1,0.00,NaN,20.0,4.0,16.0,31.8,20.0,111.6,0.0,0.0,0.0,0.0,0.0,0.0
1723251600,24.6,91,23.1,27.3,0.10,20.0,33.0,208,206,39.2,0.10,51,95,18,67,81,0.01,0.27,23.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
