latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-74.0199,49.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m (°),wind_direction_10m (°),wind_gusts_10m (km/h),rain (mm),weather_code (wmo code),cloud_cover (%),cloud_cover_low (%),cloud_cover_high (%),cloud_cover_mid (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wet_bulb_temperature_2m (°C),is_day (),sunshine_duration (s),albedo (undefined),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
1739772000,-1.3,59,-8.3,-7.4,0.00,20.5,36.4,270,268,56.9,0.00,1,20,20,0,1,0.04,0.23,-4.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739775600,-2.2,59,-9.2,-7.8,0.00,16.6,32.4,272,270,50.4,0.00,1,44,44,0,0,0.03,0.21,-5.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739779200,-2.3,62,-8.6,-7.8,0.00,16.3,30.4,258,253,40.0,0.00,2,76,76,0,0,0.03,0.20,-4.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739782800,-2.4,56,-10.1,-8.6,0.00,20.7,36.0,260,255,47.2,0.00,2,70,70,0,0,0.04,0.23,-5.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739786400,-3.1,54,-11.1,-9.3,0.00,19.8,34.8,263,260,47.9,0.00,1,47,46,0,1,0.04,0.23,-6.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739790000,-3.4,53,-11.6,-9.6,0.00,19.4,35.5,266,264,47.9,0.00,3,87,87,0,0,0.04,0.22,-6.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739793600,-3.3,52,-11.6,-9.5,0.00,19.6,35.6,269,267,47.2,0.00,3,94,94,0,0,0.05,0.23,-6.2,1,0.00,NaN,1.0,0.0,1.0,0.0,1.0,8.5,4.4,0.0,4.4,0.0,0.5,37.2
1739797200,-1.3,54,-9.4,-7.1,0.00,17.4,29.6,278,275,39.6,0.00,1,42,42,0,2,0.05,0.26,-4.5,1,2720.58,NaN,81.0,43.0,38.0,303.9,81.0,166.8,141.8,75.3,66.5,447.9,119.4,292.2
1739800800,-1.1,50,-10.1,-7.8,0.00,24.0,38.7,285,283,56.5,0.00,3,98,98,0,0,0.08,0.28,-4.4,1,3600.00,NaN,192.0,82.0,110.0,282.4,192.0,406.8,242.8,103.7,139.1,357.1,242.8,514.4
1739804400,-1.0,49,-10.4,-8.1,0.00,25.7,41.0,285,283,58.3,0.00,3,99,99,0,0,0.10,0.29,-4.4,1,3600.00,NaN,259.0,81.0,178.0,187.2,259.0,606.3,294.3,92.0,202.2,212.7,294.3,688.9
1739808000,-1.1,46,-11.4,-8.3,0.00,26.4,42.7,284,283,63.7,0.00,3,81,81,0,0,0.11,0.31,-4.6,1,1889.77,NaN,284.0,66.0,218.0,123.0,284.0,751.8,303.6,70.6,233.1,131.5,303.6,803.7
1739811600,-0.8,42,-12.2,-8.4,0.00,28.5,44.9,288,287,63.7,0.00,3,97,97,0,4,0.14,0.34,-4.5,1,3600.00,NaN,414.0,174.0,240.0,292.5,414.0,833.4,422.8,177.7,245.1,298.7,422.8,851.1
1739815200,-0.6,39,-12.8,-7.9,0.00,26.7,42.1,289,289,65.9,0.00,1,48,48,0,9,0.15,0.36,-4.4,1,3600.00,NaN,498.0,245.0,253.0,406.0,498.0,845.4,487.6,239.9,247.7,397.5,487.6,827.7
1739818800,-0.6,39,-12.7,-8.0,0.00,27.0,42.0,283,282,64.1,0.00,3,99,99,0,16,0.15,0.36,-4.4,1,3600.00,NaN,517.0,334.0,183.0,594.4,517.0,787.2,482.9,312.0,170.9,555.2,482.9,735.3
1739822400,-0.9,40,-12.8,-8.0,0.00,24.8,39.2,284,284,62.6,0.00,1,26,25,0,11,0.13,0.35,-4.7,1,3600.00,NaN,403.0,217.0,186.0,458.8,403.0,662.7,352.8,190.0,162.8,401.6,352.8,580.1
1739826000,-1.3,42,-12.7,-8.3,0.00,24.3,38.9,278,276,58.0,0.00,3,100,100,0,25,0.10,0.32,-5.0,1,3600.00,NaN,271.0,147.0,124.0,428.8,271.0,480.3,210.3,114.1,96.2,332.7,210.3,372.6
1739829600,-2.0,46,-12.2,-8.0,0.00,17.9,30.5,280,279,60.1,0.00,1,23,14,0,21,0.06,0.29,-5.4,1,3600.00,NaN,114.0,43.0,71.0,238.5,114.0,252.5,57.4,21.7,35.8,120.1,57.4,127.2
1739833200,-2.7,47,-12.6,-8.6,0.00,17.3,30.7,275,274,40.7,0.00,1,48,47,0,34,0.05,0.27,-5.9,0,0.00,NaN,10.0,2.0,8.0,24.4,10.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0
1739836800,-3.1,45,-13.3,-9.7,0.00,20.9,36.6,274,272,47.2,0.00,0,6,6,0,0,0.05,0.27,-6.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739840400,-1.5,39,-13.8,-8.4,0.00,23.0,40.3,271,270,53.6,0.00,0,0,0,0,0,0.06,0.34,-5.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739844000,-2.0,42,-13.4,-8.1,0.00,17.9,31.8,281,280,51.8,0.00,0,13,0,0,13,0.05,0.31,-5.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739847600,-2.8,45,-13.1,-8.1,0.00,13.0,24.2,296,292,39.6,0.00,0,16,15,0,6,0.04,0.27,-6.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739851200,-3.6,48,-13.1,-8.6,0.00,10.3,18.5,303,299,29.2,0.00,1,33,32,0,7,0.03,0.25,-6.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739854800,-4.1,49,-13.4,-9.0,0.00,9.4,16.9,298,293,22.7,0.00,2,56,56,0,0,0.02,0.23,-7.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739858400,-4.5,48,-13.8,-9.8,0.00,12.2,20.7,287,284,26.3,0.00,1,21,21,0,0,0.03,0.23,-7.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739862000,-5.6,47,-15.2,-11.3,0.00,14.3,24.5,288,284,32.8,0.00,1,25,25,0,0,0.03,0.22,-8.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739865600,-6.4,47,-15.8,-11.7,0.00,11.7,20.3,284,279,33.5,0.00,1,21,21,0,0,0.02,0.20,-9.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739869200,-7.0,48,-16.3,-12.7,0.00,13.6,23.4,284,281,30.6,0.00,0,7,7,0,0,0.03,0.19,-9.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739872800,-7.7,45,-17.6,-14.3,0.00,20.1,34.8,292,291,45.0,0.00,0,6,2,1,4,0.04,0.19,-10.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739876400,-8.3,40,-19.5,-15.0,0.00,19.9,34.2,289,288,47.5,0.00,0,0,0,0,0,0.04,0.20,-10.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739880000,-8.8,39,-20.4,-15.2,0.00,17.5,30.0,286,285,46.8,0.00,0,2,0,0,2,0.04,0.19,-11.1,1,0.00,NaN,1.0,0.0,1.0,0.0,1.0,11.5,3.8,0.0,3.8,0.0,0.6,43.3
1739883600,-7.4,31,-21.8,-14.0,0.00,18.6,30.2,287,286,42.8,0.00,0,0,0,0,0,0.05,0.24,-9.9,1,2805.70,NaN,93.0,61.0,32.0,424.1,93.0,173.0,160.4,105.2,55.2,628.4,137.8,298.4
1739887200,-6.7,29,-21.9,-13.4,0.00,19.3,30.2,289,288,46.4,0.00,0,0,0,0,0,0.08,0.26,-9.4,1,3600.00,NaN,277.0,214.0,63.0,725.4,277.0,413.2,349.2,269.8,79.4,914.4,349.2,520.8
1739890800,-5.9,27,-22.0,-12.6,0.00,19.5,30.0,291,289,49.3,0.00,0,0,0,0,0,0.11,0.29,-8.7,1,3600.00,NaN,448.0,371.0,77.0,847.9,448.0,612.8,508.4,421.0,87.4,962.2,508.4,695.4
1739894400,-5.1,27,-21.2,-11.9,0.00,21.1,32.3,290,290,52.2,0.00,0,0,0,0,0,0.14,0.31,-8.1,1,3600.00,NaN,576.0,491.0,85.0,906.8,576.0,758.3,615.4,524.6,90.8,968.8,615.4,810.2
1739898000,-4.3,24,-21.7,-10.9,0.00,21.6,33.2,295,295,57.6,0.00,1,45,0,45,0,0.16,0.34,-7.5,1,3600.00,NaN,649.0,559.0,90.0,932.1,649.0,839.9,662.7,570.8,91.9,951.7,662.7,857.5
1739901600,-3.7,23,-21.9,-10.2,0.00,21.7,33.4,297,296,55.8,0.00,2,76,30,65,1,0.17,0.36,-7.1,1,3600.00,NaN,651.0,540.0,111.0,887.8,651.0,851.8,637.4,528.7,108.7,869.2,637.4,834.1
1739905200,-3.3,22,-21.9,-10.2,0.00,22.1,33.9,299,298,53.6,0.00,0,14,4,10,2,0.16,0.37,-6.8,1,3600.00,NaN,591.0,473.0,118.0,834.8,591.0,793.5,552.3,442.0,110.3,780.1,552.3,741.5
1739908800,-3.5,25,-20.9,-10.3,0.00,20.5,31.6,295,295,53.3,0.00,3,92,0,91,21,0.14,0.36,-6.9,1,3600.00,NaN,485.0,390.0,95.0,816.7,485.0,668.7,425.0,341.8,83.3,715.7,425.0,586.0
1739912400,-3.9,25,-21.1,-10.8,0.00,20.9,32.9,297,297,51.8,0.00,3,85,0,84,2,0.11,0.35,-7.2,1,3600.00,NaN,289.0,158.0,131.0,455.1,289.0,486.1,224.9,123.0,102.0,354.2,224.9,378.4
1739916000,-4.8,27,-20.8,-11.5,0.00,19.6,32.1,299,299,48.6,0.00,0,12,5,8,1,0.07,0.31,-7.9,1,3600.00,NaN,146.0,90.0,56.0,488.2,146.0,258.1,75.0,46.3,28.8,250.9,75.0,132.7
1739919600,-5.5,31,-20.1,-11.8,0.00,17.2,29.8,303,303,45.0,0.00,0,1,1,0,0,0.05,0.28,-8.5,0,84.34,NaN,14.0,7.0,7.0,83.5,14.0,56.7,0.0,0.0,0.0,0.0,0.0,0.0
1739923200,-6.1,33,-19.8,-12.4,0.00,17.1,29.4,306,306,39.6,0.00,0,0,0,0,0,0.04,0.26,-8.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739926800,-5.6,37,-18.0,-11.9,0.00,17.4,30.7,298,298,40.3,0.00,0,0,0,0,0,0.04,0.25,-8.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739930400,-5.9,38,-17.9,-12.2,0.00,17.5,30.5,296,295,40.0,0.00,0,0,0,0,0,0.04,0.25,-8.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739934000,-6.2,40,-17.6,-12.2,0.00,15.8,27.7,293,291,39.6,0.00,0,0,0,0,0,0.04,0.23,-9.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739937600,-6.8,42,-17.5,-12.8,0.00,15.3,26.7,293,292,35.6,0.00,1,30,0,30,0,0.03,0.21,-9.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739941200,-7.4,42,-18.1,-13.4,0.00,15.1,25.6,293,292,34.9,0.00,0,0,0,0,0,0.03,0.20,-10.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739944800,-7.9,41,-18.9,-13.8,0.00,14.3,24.2,291,289,34.2,0.00,0,7,0,7,0,0.03,0.20,-10.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739948400,-8.4,42,-19.0,-14.1,0.00,13.4,22.4,290,287,32.8,0.00,0,12,0,12,0,0.03,0.19,-10.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739952000,-8.7,44,-18.8,-14.3,0.00,12.3,21.0,291,288,31.0,0.00,1,29,0,29,0,0.02,0.18,-11.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739955600,-9.0,46,-18.5,-14.5,0.00,11.7,20.5,292,288,28.8,0.00,1,33,0,33,0,0.02,0.17,-11.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739959200,-9.2,48,-18.2,-14.6,0.00,11.4,20.6,288,286,26.6,0.00,1,43,0,43,0,0.02,0.16,-11.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739962800,-9.4,50,-17.8,-14.9,0.00,12.2,21.7,291,289,25.9,0.00,3,80,0,80,0,0.02,0.15,-11.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739966400,-9.4,52,-17.4,-15.0,0.00,12.8,22.8,292,289,28.8,0.00,3,99,0,99,0,0.03,0.14,-11.6,1,0.00,NaN,1.0,0.0,1.0,0.0,1.0,14.7,3.4,0.0,3.4,0.0,0.7,49.5
1739970000,-7.4,48,-16.7,-13.2,0.00,14.1,22.7,287,284,33.8,0.00,3,100,26,100,0,0.04,0.18,-9.9,1,2892.39,NaN,85.0,39.0,46.0,266.8,85.0,179.3,144.5,66.3,78.2,397.3,126.6,304.8
1739973600,-6.1,45,-16.3,-12.0,0.00,15.4,23.9,293,291,37.4,0.00,3,100,16,100,0,0.07,0.22,-8.9,1,3600.00,NaN,242.0,133.0,109.0,443.7,242.0,419.6,304.1,167.1,137.0,557.6,304.1,527.4
1739977200,-4.6,39,-16.4,-10.7,0.00,16.7,25.4,309,308,45.0,0.00,3,100,0,100,2,0.10,0.26,-7.7,1,3600.00,NaN,375.0,199.0,176.0,449.8,375.0,619.4,425.0,225.5,199.5,509.8,425.0,702.0
1739980800,-3.2,37,-15.9,-9.1,0.00,15.1,22.6,307,305,40.7,0.00,3,88,30,81,7,0.14,0.30,-6.6,1,3600.00,NaN,511.0,323.0,188.0,591.1,511.0,764.9,545.7,344.9,200.8,631.2,545.7,816.8
1739984400,-2.2,35,-15.7,-7.5,0.00,13.7,20.4,300,298,39.2,0.00,3,100,9,100,100,0.17,0.34,-5.9,1,3600.00,NaN,613.0,464.0,149.0,767.4,613.0,846.4,625.8,473.7,152.1,783.4,625.8,864.0
1739988000,-1.5,35,-14.9,-6.7,0.00,13.1,19.4,303,302,37.1,0.00,3,100,0,98,100,0.17,0.36,-5.3,1,3600.00,NaN,594.0,391.0,203.0,637.7,594.0,858.3,581.7,382.9,198.8,624.5,581.7,840.4
1739991600,-1.4,39,-13.5,-6.8,0.00,13.0,19.3,309,307,35.3,0.00,3,100,0,85,100,0.15,0.33,-5.1,1,3600.00,NaN,526.0,327.0,199.0,572.4,526.0,799.8,491.7,305.7,186.0,535.1,491.7,747.7
1739995200,-1.5,42,-12.7,-6.7,0.00,12.4,18.6,309,309,34.2,0.00,3,100,0,0,100,0.13,0.32,-5.1,1,3600.00,NaN,423.0,248.0,175.0,514.4,423.0,674.8,371.1,217.6,153.5,451.3,371.1,592.0
1739998800,-2.1,45,-12.4,-7.4,0.00,12.5,19.3,315,314,32.0,0.00,3,100,0,0,100,0.09,0.29,-5.5,1,3600.00,NaN,265.0,118.0,147.0,335.7,265.0,492.0,206.9,92.1,114.8,262.1,206.9,384.1
1740002400,-2.8,48,-12.2,-8.0,0.00,12.2,19.5,319,319,30.6,0.00,3,100,0,0,100,0.05,0.26,-6.0,1,3600.00,NaN,115.0,36.0,79.0,191.1,115.0,263.7,60.2,18.9,41.4,100.1,60.2,138.1
1740006000,-3.6,53,-11.8,-8.6,0.00,11.5,20.5,321,320,27.7,0.00,1,43,1,0,43,0.03,0.22,-6.5,0,0.00,NaN,12.0,2.0,10.0,23.3,12.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0
1740009600,-4.1,54,-12.2,-9.1,0.00,10.6,19.4,318,316,26.3,0.00,0,11,0,0,11,0.02,0.21,-6.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740013200,-4.0,59,-10.7,-8.6,0.00,8.8,16.7,307,301,20.9,0.00,0,1,0,0,1,0.01,0.19,-6.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740016800,-4.4,60,-11.0,-9.2,0.00,10.1,18.6,313,309,22.3,0.00,0,0,0,0,0,0.02,0.18,-6.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740020400,-5.0,62,-11.2,-9.8,0.00,9.8,17.4,322,317,23.0,0.00,3,91,0,91,0,0.01,0.16,-7.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740024000,-5.6,63,-11.5,-10.3,0.00,9.0,15.7,326,322,22.0,0.00,3,93,0,93,0,0.01,0.15,-7.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740027600,-6.1,64,-11.9,-10.8,0.00,8.8,14.7,329,327,20.5,0.00,2,70,0,70,0,0.01,0.14,-8.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740031200,-6.5,64,-12.3,-11.3,0.00,9.5,15.1,333,331,22.0,0.00,3,93,0,93,0,0.01,0.14,-8.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740034800,-6.9,63,-12.8,-11.5,0.00,8.2,13.1,339,337,22.0,0.00,1,38,0,38,0,0.01,0.14,-9.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740038400,-7.2,62,-13.2,-11.8,0.00,7.6,11.7,347,346,19.4,0.00,0,0,0,0,0,0.01,0.13,-9.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740042000,-7.6,63,-13.4,-12.2,0.00,7.6,11.8,353,352,18.4,0.00,3,90,0,90,0,0.01,0.13,-9.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740045600,-8.0,64,-13.7,-12.7,0.00,8.1,12.8,355,354,19.8,0.00,0,0,0,0,0,0.01,0.12,-10.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740049200,-8.6,65,-14.0,-13.3,0.00,8.2,13.3,357,352,19.8,0.00,0,0,0,0,0,0.01,0.11,-10.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740052800,-9.1,66,-14.3,-13.7,0.00,7.3,12.1,353,350,19.4,0.00,0,0,0,0,0,0.02,0.10,-11.0,1,0.00,NaN,2.0,0.0,2.0,0.0,2.0,17.9,6.3,0.0,6.3,0.0,1.4,55.9
1740056400,-7.2,57,-14.2,-11.7,0.00,6.6,10.0,353,351,18.7,0.00,0,2,0,2,0,0.02,0.15,-9.5,1,2980.52,NaN,97.0,61.0,36.0,410.4,97.0,185.8,162.6,102.2,60.3,614.3,145.2,311.3
1740060000,-6.0,53,-14.1,-10.9,0.00,9.3,13.8,353,352,25.9,0.00,0,1,0,1,0,0.06,0.19,-8.6,1,3600.00,NaN,275.0,209.0,66.0,686.2,275.0,426.2,344.5,261.8,82.7,859.7,344.5,534.0
1740063600,-4.4,48,-13.9,-9.4,0.00,10.3,15.1,348,349,29.5,0.00,2,74,0,2,74,0.11,0.23,-7.4,1,3600.00,NaN,444.0,363.0,81.0,811.4,444.0,626.0,502.6,410.9,91.7,918.5,502.6,708.6
1740067200,-3.0,43,-13.8,-7.9,0.00,10.1,14.7,333,333,29.9,0.00,2,52,0,28,35,0.15,0.28,-6.3,1,3600.00,NaN,568.0,472.0,96.0,856.0,568.0,771.6,606.2,503.7,102.5,913.6,606.2,823.5
1740070800,-1.4,40,-13.3,-6.1,0.00,12.1,17.4,330,328,33.5,0.00,3,100,100,100,100,0.18,0.33,-5.1,1,3600.00,NaN,637.0,519.0,118.0,851.4,637.0,853.0,650.1,529.7,120.4,868.9,650.1,870.6
1740074400,-1.6,44,-12.1,-6.6,0.00,10.8,16.0,319,316,33.1,0.00,3,100,61,100,89,0.14,0.30,-5.1,1,3600.00,NaN,448.0,172.0,276.0,278.3,448.0,864.8,438.7,168.4,270.3,272.5,438.7,846.8
1740078000,-1.8,48,-11.5,-6.9,0.00,12.1,18.0,311,310,31.0,0.00,3,100,100,100,100,0.10,0.28,-5.1,1,1272.53,NaN,293.0,59.0,234.0,102.4,293.0,806.1,274.0,55.2,218.8,95.8,274.0,753.9
1740081600,-2.3,53,-10.6,-7.7,0.10,14.0,21.3,308,307,33.8,0.00,71,100,93,71,100,0.08,0.24,-5.4,1,0.00,NaN,203.0,8.0,195.0,16.4,203.0,680.9,178.3,7.0,171.3,14.4,178.3,598.0
1740085200,-3.0,56,-10.5,-8.6,0.10,15.9,24.6,311,309,37.1,0.00,71,100,67,100,100,0.06,0.21,-5.8,1,0.00,NaN,127.0,4.0,123.0,11.2,127.0,497.8,99.4,3.1,96.3,8.8,99.4,389.8
1740088800,-3.6,59,-10.4,-9.3,0.10,16.8,27.1,312,312,38.9,0.00,71,100,71,100,100,0.05,0.19,-6.2,1,0.00,NaN,63.0,0.0,63.0,0.0,63.0,269.3,33.6,0.0,33.6,0.0,33.6,143.6
1740092400,-4.2,61,-10.6,-10.1,0.10,17.7,29.3,310,308,39.6,0.00,71,100,58,100,100,0.04,0.18,-6.7,0,0.00,NaN,6.0,0.0,6.0,0.0,6.0,62.3,0.0,0.0,0.0,0.0,0.0,0.0
1740096000,-4.6,60,-11.1,-10.6,0.20,18.3,30.2,309,307,41.0,0.00,71,100,62,100,100,0.03,0.17,-7.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740099600,-4.4,61,-10.8,-10.1,0.10,16.8,27.6,306,303,37.4,0.00,71,100,46,97,100,0.03,0.17,-6.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740103200,-4.7,61,-11.1,-10.4,0.10,16.2,26.6,306,304,38.2,0.00,71,100,35,36,100,0.02,0.17,-7.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740106800,-5.0,59,-11.7,-11.2,0.10,19.0,31.1,310,307,43.9,0.00,71,100,72,4,100,0.03,0.17,-7.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740110400,-5.5,58,-12.6,-11.8,0.00,19.4,31.8,311,307,44.6,0.00,3,98,67,49,92,0.03,0.17,-8.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740114000,-6.0,58,-12.9,-12.1,0.00,18.1,29.9,310,307,43.9,0.00,3,90,40,49,68,0.03,0.17,-8.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740117600,-6.3,59,-12.9,-12.4,0.00,18.1,31.5,317,313,41.8,0.00,3,86,37,75,12,0.03,0.16,-8.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740121200,-6.4,60,-12.8,-12.4,0.00,17.8,31.3,320,316,42.8,0.00,2,61,39,37,0,0.02,0.15,-8.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740124800,-6.4,62,-12.5,-12.1,0.00,15.8,27.9,316,310,40.0,0.00,2,74,70,11,1,0.02,0.15,-8.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740128400,-6.3,63,-12.3,-11.8,0.00,13.9,25.0,311,306,35.3,0.00,2,79,79,0,2,0.02,0.14,-8.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740132000,-6.1,63,-12.0,-11.6,0.00,14.4,26.1,316,310,32.8,0.00,3,88,87,0,19,0.02,0.14,-8.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740135600,-6.1,63,-12.0,-11.8,0.00,16.0,28.0,316,311,36.0,0.00,2,77,76,0,13,0.02,0.15,-8.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740139200,-6.3,63,-12.2,-12.3,0.00,17.7,30.4,314,310,40.3,0.00,1,35,33,0,13,0.03,0.14,-8.5,1,0.00,NaN,2.0,0.0,2.0,0.0,2.0,21.1,5.9,0.0,5.9,0.0,1.5,62.4
1740142800,-4.7,55,-12.3,-10.6,0.00,17.2,28.5,308,305,43.6,0.00,0,14,6,0,8,0.04,0.19,-7.3,1,3069.97,NaN,100.0,61.0,39.0,403.7,100.0,192.3,165.3,100.8,64.5,607.3,150.4,318.0
1740146400,-3.8,53,-12.1,-10.0,0.00,19.1,29.8,313,312,45.0,0.00,0,17,16,0,1,0.08,0.22,-6.7,1,3600.00,NaN,275.0,199.0,76.0,643.0,275.0,432.9,343.5,248.6,94.9,803.2,343.5,540.7
